call_id,lead_id,agent_id,campaign_id,vertical,started_at,ended_at,duration_seconds,disposition,recording_blob_key,transcript,sentiment_score,compliance_flagged,compliance_phrase,compliance_phrase_position,transfer_agent_id,created_at
9fdf8fea-864a-4ba6-a9ef-58902ec81d55,fce6646d-7c96-414a-8c3f-d21a0b971a3c,925e9d81-7f51-43bb-bba9-a9658770181f,178f526c-a640-4984-bbce-133355f53c67,AR,2026-06-30T12:53:44.520325,2026-06-30T12:58:06.520325,262,Callback,recordings/178f526c-a640-4984-bbce-133355f53c67/8fc970a1-56c5-4f4e-9e40-47e4e4aa5db3.wav,"Hello, this is Diane Cunningham calling from AR Solutions. Am I speaking with Jason Haynes? I'm calling about AR options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Jason Haynes. Have a great day.",0.1717,False,,,,2026-06-30T12:53:44.520325
24edafd2-f678-4457-8701-7fbcea7abb24,cd422b32-9a29-494f-929a-45c0cc8a2a83,28b4a321-fe50-474f-939d-9dce8608da64,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,2026-07-07T19:18:39.520325,2026-07-07T19:26:52.520325,493,Transfer,recordings/afe63de6-8441-47a8-bae4-b314f5fcd99b/89406167-bd46-4b72-b37c-8e608d2ecc23.wav,"Hello, this is Erica Orr calling from RealEstate Solutions. Am I speaking with Colleen Young? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Colleen Young. Have a great day.",0.6466,False,,,8a8d125c-a570-4d3e-8705-b1df5490a7e6,2026-07-07T19:18:39.520325
5525f10e-6d92-4997-8310-5d3b27d8098b,33257805-9def-478f-a986-cca7bf190650,7b40e9e5-5980-4152-b08c-4117c8d014dc,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,2026-03-24T13:38:01.520325,2026-03-24T13:43:18.520325,317,Interested,recordings/3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364/3686f11e-99b6-432e-a045-203a3c3b1a41.wav,"Hello, this is John Kennedy calling from Insurance Solutions. Am I speaking with Kayla Williams? Great, Kayla Williams. I'm reaching out today regarding your health inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $144 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.6134,False,,,,2026-03-24T13:38:01.520325
60f048be-cdfd-4a32-a373-9a63e6cacbd0,0566dbef-ebe5-4f6d-9f95-deb7bbd056d6,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,2026-06-10T23:49:25.520325,2026-06-10T23:50:42.520325,77,Callback,recordings/ec2c0889-887a-449e-9f72-4ea1064ea1cb/e835222f-db6a-4c94-8965-963703ae1c17.wav,"Hello, this is James Reynolds calling from AR Solutions. Am I speaking with Luke Johnson? I'm calling about AR options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Luke Johnson. Have a great day.",0.3047,False,,,,2026-06-10T23:49:25.520325
acbb5d83-c11d-46e9-9930-9c84f7e43ae8,6d89e8a5-a845-4898-9eb6-5f0fd85829af,28b4a321-fe50-474f-939d-9dce8608da64,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,2026-06-19T02:49:25.520325,2026-06-19T02:49:34.520325,9,NoAnswer,,"Hello, this is Erica Orr calling from Healthcare Solutions. Am I speaking with David Ryan? I'm calling about Neurology options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, David Ryan. Have a great day.",-0.0009,False,,,,2026-06-19T02:49:25.520325
e82b8691-2ccc-4de9-bb22-3457693279ef,b881fa13-ed2b-486a-8d07-bfed27384d74,7734ed34-1d73-4b59-8c9b-43ae35026f9d,c5dcf8d3-3173-44a5-b8ea-89eb9d99134d,Insurance,2026-07-13T21:30:35.520325,2026-07-13T21:31:25.520325,50,NotInterested,recordings/c5dcf8d3-3173-44a5-b8ea-89eb9d99134d/816b7c2e-15b1-4fed-885a-4d3a523f21cd.wav,"Hello, this is Earl Anderson calling from Insurance Solutions. Am I speaking with Bradley Juarez? I'm calling about home options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Bradley Juarez. Have a great day.",-0.3926,False,,,,2026-07-13T21:30:35.520325
d7a339d3-0c4b-446a-b00a-25fb340ba546,68aa28ae-71c8-4b37-8115-35449de2e99f,925e9d81-7f51-43bb-bba9-a9658770181f,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,2026-06-07T15:05:10.520325,2026-06-07T15:12:47.520325,457,Interested,recordings/ec2c0889-887a-449e-9f72-4ea1064ea1cb/d8de6be5-6fb0-4893-958c-4212a02d0e3d.wav,"Hello, this is Diane Cunningham calling from AR Solutions. Am I speaking with Angelica Daniels? Great, Angelica Daniels. I'm reaching out today regarding your AR inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $154 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.8539,False,,,,2026-06-07T15:05:10.520325
0555a7d6-6a3e-44fe-b00d-da0fcb2e565e,ddeab38c-a394-424b-90af-1d524a4d48f6,c9c289eb-0a9a-4468-99c2-6410842b3d71,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,2026-02-20T04:22:15.520325,2026-02-20T04:23:26.520325,71,NotInterested,recordings/5035edcc-74bd-4b5a-84e3-ddb3f76dd792/db079f16-42b9-428b-9241-f4dfb6c76cc2.wav,"Hello, this is Richard Morgan calling from Healthcare Solutions. Am I speaking with Kenneth Wagner? I'm calling about Dermatology options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Kenneth Wagner. Have a great day.",-0.3886,False,,,,2026-02-20T04:22:15.520325
30ffb2e4-e550-4953-b37b-bcc99335c0de,1c97c979-cd63-4ea1-82ff-b1daa93afd2a,4e194719-3bb8-4772-8379-848532265f67,cfb3a913-771b-4ce5-ab0e-c0ae781025d0,RealEstate,2026-07-09T22:22:30.520325,2026-07-09T22:22:56.520325,26,NoAnswer,,"Hello, this is Thomas Wilson calling from RealEstate Solutions. Am I speaking with Maureen Meyer? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Maureen Meyer. Have a great day.",-0.2799,False,,,,2026-07-09T22:22:30.520325
bf11e525-8aab-4e50-845c-ed8d6e61586e,1c97c979-cd63-4ea1-82ff-b1daa93afd2a,a466cfe7-9c5a-4806-b6db-b905292e96d7,cfb3a913-771b-4ce5-ab0e-c0ae781025d0,RealEstate,2026-05-16T02:24:00.520325,2026-05-16T02:28:33.520325,273,Callback,recordings/cfb3a913-771b-4ce5-ab0e-c0ae781025d0/4374f18a-2d99-437a-a862-dbd66ce72c28.wav,"Hello, this is Robert Ramirez calling from RealEstate Solutions. Am I speaking with Maureen Meyer? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Maureen Meyer. Have a great day.",0.2085,False,,,,2026-05-16T02:24:00.520325
