event_id,event_type,schema_version,source_call_id,emitted_at,status,payload_call_id,payload_lead_id,payload_agent_id,payload_campaign_id,payload_vertical,payload_disposition,payload_duration_seconds,payload_sentiment_score,payload_compliance_flagged,payload_started_at,payload_ended_at,_validation_errors
56b3cb52-217d-4072-87c8-eab4378ced06,call.completed,1.0,9fdf8fea-864a-4ba6-a9ef-58902ec81d55,2026-06-30T12:58:06.520325,Loaded,9fdf8fea-864a-4ba6-a9ef-58902ec81d55,fce6646d-7c96-414a-8c3f-d21a0b971a3c,925e9d81-7f51-43bb-bba9-a9658770181f,178f526c-a640-4984-bbce-133355f53c67,AR,Callback,262,0.1717,False,2026-06-30T12:53:44.520325,2026-06-30T12:58:06.520325,Missing columns: ['payload']
f89cc8f9-89f7-41a0-b2bf-3da2402b2770,call.completed,1.0,24edafd2-f678-4457-8701-7fbcea7abb24,2026-07-07T19:26:52.520325,Loaded,24edafd2-f678-4457-8701-7fbcea7abb24,cd422b32-9a29-494f-929a-45c0cc8a2a83,28b4a321-fe50-474f-939d-9dce8608da64,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,Transfer,493,0.6466,False,2026-07-07T19:18:39.520325,2026-07-07T19:26:52.520325,Missing columns: ['payload']
e828ecf3-6a24-4012-bafc-f09ef4bd5074,call.completed,1.0,5525f10e-6d92-4997-8310-5d3b27d8098b,2026-03-24T13:43:18.520325,Loaded,5525f10e-6d92-4997-8310-5d3b27d8098b,33257805-9def-478f-a986-cca7bf190650,7b40e9e5-5980-4152-b08c-4117c8d014dc,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,Interested,317,0.6134,False,2026-03-24T13:38:01.520325,2026-03-24T13:43:18.520325,Missing columns: ['payload']
592b1f54-6631-4803-9105-0373bdf18f37,call.completed,1.0,60f048be-cdfd-4a32-a373-9a63e6cacbd0,2026-06-10T23:50:42.520325,Loaded,60f048be-cdfd-4a32-a373-9a63e6cacbd0,0566dbef-ebe5-4f6d-9f95-deb7bbd056d6,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,Callback,77,0.3047,False,2026-06-10T23:49:25.520325,2026-06-10T23:50:42.520325,Missing columns: ['payload']
d9c8ff1d-98b3-4e55-9de5-ecc1a975f3a0,call.completed,1.0,acbb5d83-c11d-46e9-9930-9c84f7e43ae8,2026-06-19T02:49:34.520325,Loaded,acbb5d83-c11d-46e9-9930-9c84f7e43ae8,6d89e8a5-a845-4898-9eb6-5f0fd85829af,28b4a321-fe50-474f-939d-9dce8608da64,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,NoAnswer,9,-0.0009,False,2026-06-19T02:49:25.520325,2026-06-19T02:49:34.520325,Missing columns: ['payload']
c766b347-38e7-4817-9515-34219eb7efc4,call.completed,1.0,e82b8691-2ccc-4de9-bb22-3457693279ef,2026-07-13T21:31:25.520325,Loaded,e82b8691-2ccc-4de9-bb22-3457693279ef,b881fa13-ed2b-486a-8d07-bfed27384d74,7734ed34-1d73-4b59-8c9b-43ae35026f9d,c5dcf8d3-3173-44a5-b8ea-89eb9d99134d,Insurance,NotInterested,50,-0.3926,False,2026-07-13T21:30:35.520325,2026-07-13T21:31:25.520325,Missing columns: ['payload']
b8ef4be4-d230-4a46-8e2f-521a02beb633,call.completed,1.0,d7a339d3-0c4b-446a-b00a-25fb340ba546,2026-06-07T15:12:47.520325,Loaded,d7a339d3-0c4b-446a-b00a-25fb340ba546,68aa28ae-71c8-4b37-8115-35449de2e99f,925e9d81-7f51-43bb-bba9-a9658770181f,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,Interested,457,0.8539,False,2026-06-07T15:05:10.520325,2026-06-07T15:12:47.520325,Missing columns: ['payload']
3406cb60-1943-4a82-bf30-62a6661aaf93,call.completed,1.0,0555a7d6-6a3e-44fe-b00d-da0fcb2e565e,2026-02-20T04:23:26.520325,Loaded,0555a7d6-6a3e-44fe-b00d-da0fcb2e565e,ddeab38c-a394-424b-90af-1d524a4d48f6,c9c289eb-0a9a-4468-99c2-6410842b3d71,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,NotInterested,71,-0.3886,False,2026-02-20T04:22:15.520325,2026-02-20T04:23:26.520325,Missing columns: ['payload']
29102de7-5498-45d6-a176-6473a60b2dbb,call.completed,1.0,bf11e525-8aab-4e50-845c-ed8d6e61586e,2026-05-16T02:28:33.520325,Loaded,bf11e525-8aab-4e50-845c-ed8d6e61586e,1c97c979-cd63-4ea1-82ff-b1daa93afd2a,a466cfe7-9c5a-4806-b6db-b905292e96d7,cfb3a913-771b-4ce5-ab0e-c0ae781025d0,RealEstate,Callback,273,0.2085,False,2026-05-16T02:24:00.520325,2026-05-16T02:28:33.520325,Missing columns: ['payload']
485cba2d-03b1-4cd6-bb8e-23a0a9784956,call.completed,1.0,6817c5c7-f5c7-457a-9fb8-485f9bbbaa62,2026-06-20T07:10:00.520325,Loaded,6817c5c7-f5c7-457a-9fb8-485f9bbbaa62,a69ecdf9-710e-460e-a74f-752049e10795,0d79d4c8-e847-4662-912e-9e777b93965f,cede568f-19d7-4975-b419-66b51f34ad3c,RealEstate,Interested,778,0.5604,False,2026-06-20T06:57:02.520325,2026-06-20T07:10:00.520325,Missing columns: ['payload']
76d1cf5c-bfac-442e-b0e1-3ad5980cac54,call.completed,1.0,7aa06e2d-ae5c-41bc-b4f5-c95e082eb065,2026-02-17T01:59:50.520325,Loaded,7aa06e2d-ae5c-41bc-b4f5-c95e082eb065,3d4a87aa-581c-4a25-b16b-f21510853590,4e194719-3bb8-4772-8379-848532265f67,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,Callback,249,0.2073,False,2026-02-17T01:55:41.520325,2026-02-17T01:59:50.520325,Missing columns: ['payload']
4e32234f-61eb-4c14-a094-ec1f430fb785,call.completed,1.0,74b32038-8bf7-4889-902e-7f800a10e4fe,2026-01-28T14:37:59.520325,Loaded,74b32038-8bf7-4889-902e-7f800a10e4fe,d53b3a3d-d4e4-41b1-aa6b-b31008b4d504,a466cfe7-9c5a-4806-b6db-b905292e96d7,a3679446-79fc-42f8-95ca-003bc17cb437,Healthcare,Interested,268,0.5407,False,2026-01-28T14:33:31.520325,2026-01-28T14:37:59.520325,Missing columns: ['payload']
c67039a6-363b-4dfa-856e-beb965590c09,call.completed,1.0,0c29b04b-c0da-4434-b30d-829da07835f0,2026-07-16T18:05:55.520325,Loaded,0c29b04b-c0da-4434-b30d-829da07835f0,6cc5d7fd-3c21-405d-8df4-d570e99c44a7,b6125648-6ed1-40d1-a876-fc1abe57dfae,d4315796-a40a-4c43-b7f4-7e5ece684a15,AR,Callback,266,0.3126,False,2026-07-16T18:01:29.520325,2026-07-16T18:05:55.520325,Missing columns: ['payload']
584db3ad-4199-4bff-837f-ea046d604778,call.completed,1.0,704ddf29-c9fc-4cba-b23d-b70ad6ba2658,2026-06-11T05:14:21.520325,Loaded,704ddf29-c9fc-4cba-b23d-b70ad6ba2658,ed77b216-7b30-422f-828c-d400ff0d829a,7734ed34-1d73-4b59-8c9b-43ae35026f9d,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,NotInterested,111,-0.4484,False,2026-06-11T05:12:30.520325,2026-06-11T05:14:21.520325,Missing columns: ['payload']
c3b7999c-994b-403b-881f-765ec886c93c,call.completed,1.0,d177b0f6-3f27-4374-a26e-a7866d72903e,2026-02-23T18:04:28.520325,Loaded,d177b0f6-3f27-4374-a26e-a7866d72903e,3d4a87aa-581c-4a25-b16b-f21510853590,925e9d81-7f51-43bb-bba9-a9658770181f,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,NotInterested,146,-0.2927,False,2026-02-23T18:02:02.520325,2026-02-23T18:04:28.520325,Missing columns: ['payload']
f4370758-09e1-4f51-92b3-49a9b84ee1ba,call.completed,1.0,a7f61857-3cb3-42ba-bd8f-7cf2bfb3a415,2026-06-01T11:39:57.520325,Loaded,a7f61857-3cb3-42ba-bd8f-7cf2bfb3a415,f7e1d44b-24ba-43df-b5d6-060cad0ee44b,03711bc5-9094-416e-83bd-82e76be4a5c5,cfb3a913-771b-4ce5-ab0e-c0ae781025d0,RealEstate,NotInterested,112,-0.3005,False,2026-06-01T11:38:05.520325,2026-06-01T11:39:57.520325,Missing columns: ['payload']
